,id,name,genre,start_date,rating,votes,n_episodes,runtime1,runtime2,user_reviews,critic_reviews,cast
2723,tt0094415,The Backyardigans,Documentary,1988,7.3,"1,367",708,1h,1,17,1,"Glenn Weiss, Peter G. Gillespie, Paul Jensen, Gavin Portnoy, Greg Klein, Thomas Makowski, Paul Abascal, Fred Peabody, Dan Perez, Robin U. Russin"
2724,tt0439349,Smack the Pony,Animation,2004,7,"1,366",81,24min,24,25,1,"Dave Palmer, Mike Shiell, Bill Giggie, Janice Burgess, Robert Scull, Donald Kim, Adam Peltzman, Janice Burgess, McPaul Smith, Chris Nee"
2725,tt0056775,America's Most Wanted: America Fights Back,Comedy,1963,7.3,"1,366",107,30min,30,15,1,"Oscar Rudolph, Leslie Goodwins, John Erman, David Alexander, Jean Yarbrough, James V. Kern, Alan Rafkin, Sidney Miller, Byron Paul, James Komack"
2726,tt2012511,My Favorite Martian,Horror,2011,6.7,"1,364",128,1h,1,45,,"Rob Traegler, Rob Rosen, Emily Webster, Desma Simon, Rob Rosen, Tyler Jenkins, Joe Bradley, Jim Casey, Ross Kaiman, Philip Abatecola"
2727,tt0101115,The Dead Files,Comedy,1991,7.2,"1,363",72,30min,30,10,1,"J.D. Lobue, Greg Antonacci, Andy Cadiff, Gary Halvorson, Gail Mancuso, Andrew Guerdat, Steve Kreinberg, Michael B. Kaplan, Bill Freiberger, Adam Markowitz"
2728,tt0074031,Herman's Head,Action,1976,7.2,"1,363",26,1h,1,15,6,"Ray Austin, Sidney Hayers, Robert Fuest, James Hill, Yvon Marie Coulais, Ernest Day, Don Thompson, Graeme Clifford, Desmond Davis, John Hough"
2729,tt0063925,The New Avengers,Comedy,1969,6.8,"1,361",109,1h,30,13,7,"Charles R. Rondeau, Bruce Bilson, Leslie H. Martinson, Gary Nelson, Richard Michaels, Alan Rafkin, Coby Ruskin, Jerry London, James Sheldon, William Wiard"
2730,tt0051327,"Love, American Style",Western,1958,8.2,"1,361",94,30min,30,21,6,"Thomas Carr, Don McDougall, Murray Golden, George Blair, Harry Harris, Richard Donner, R.G. Springsteen, Arthur Hilton, Frank McDonald, Gene Reynolds"
2731,tt2377081,Wanted: Dead or Alive,Action,2014,6.7,"1,360",14,58min,58,7,1,"Cecilie A. Mosli, Janic Heen, PÃ¥l Jackman, Vegard Eriksen Stenberg, Gjermund Eriksen, Margrete Soug KÃ¥set, Jadranko Mehic, Hege Ulstein, Vegard Eriksen Stenberg, Anne Gro Langfeldt Vinje"
2732,tt2930446,Mammon,Game-Show,2013,7.2,"1,360",192,1h,1,18,1,"Steve Hryniewicz, Brian M. Fowler, Cole Bruns, Liz Fine, Samantha Niemoeller, Melissa Stokes, Shauna Minoprio, Andrew Sompels, Lindsay Russell, Matt Berkowitz"
2733,tt4031224,"Gwaenchanhah, Sarangiya",Comedy,2014,8.4,"1,360",16,,,6,,"Kyoo-tae Kim, Hee-Kyung No"
2734,tt1704503,Cutthroat Kitchen,Action,2011,4.9,"1,359",46,22min,22,14,3,"Akihiro Noguchi, Jonathan Brough, Peter Salmon, Nobuhiro Suzumura, Luke Robinson, Jonathan Tzachor, Haim Saban, Yasuko Kobayashi, James W. Bates, Jill Donnellan"
2735,tt0268094,Power Rangers Samurai,Drama,2001,7.6,"1,359",19,1h,1,32,1,"John T. Kretchmer, Oscar L. Costo, Paul Abascal, James Ward Byrkit, Terry Windell, Rod Hardy, Michael Lange, David Straiton, Evan Katz, Joel Surnow"
2736,tt1178636,Special Unit 2,Drama,2008,6.8,"1,356",26,1h,1,6,10,"Stefan Schwartz, Sanford Bookstaver, Robert Moresco, Andrew Bernstein, Bill Eagles, Vincent Misiano, Phil Abraham, David Barrett, Guy Ferland, Allison Liddi-Brown"
2737,tt1370332,Ichi rittoru no namida,Drama,2005,8.9,"1,356",12,47min,47,9,,"Shasuke Murakami, Michiru Egashira, Aya Kita, Rie Yokota, Satomi Ã”shima, Satoko Kashikawa, Susumu Ueda"
2738,tt2222848,Crash,Drama,2012,8.3,"1,355",17,45min,45,5,,"Glendyn Ivin, Emma Freeman, Sean Kruck, Imogen Banks, John Edwards, Alice Bell, Tony McNamara, Fiona Seres, Jonathan Gavin, Gabrielle Carey"
2739,tt0801426,Puberty Blues,Crime,2006,6.4,"1,355",13,45min,45,16,3,"Alex Graves, Andrew Bernstein, Christopher Misiano, Dean White, Daniel Attias, Mary Harron, Nelson McCormick, Robert Duncan McNeill, Matt Shakman, Marcos Siega"
2740,tt1086236,The Nine,Animation,2007,7.7,"1,355",25,25min,25,7,,"Yasuhiro Takemoto, Taichi Ishidate, Touko Takao, Yutaka Yamamoto, Shinobu Yoshioka, Yoshiji Kigami, Tomoe Aratani, Tatsuya Ishihara, Satoshi Kadowaki, Noriyuki Kitanohara"
2741,tt0383144,Raki suta: Lucky Star,Comedy,2003,8,"1,352",33,,,1,,"Penelope Krontiropoulou, Antonis Aggelopoulos, Giorgos Kapoutzidis, Dina Kassou, Eleni Argyrou, Stamatis Yatrakos, Akis Georgiou, Nikitas Tsenes, Dinos Petratos, Manolis Galetakis"
2742,tt2341375,Savvatogennimenes,Animation,2012,8.4,"1,349",12,24min,24,9,9,"Shinichira Watanabe, Seiki Sugawara, Kotomi Deai, Hisatoshi Shimizu, Toshiya Shinohara, Jun Shishido, Minoru Yamaoka, Yuko Kakihara, Ayako Katoh, Yuki Kodama"
2743,tt0200353,The Cinema Snob,Comedy,1999,6.9,"1,348",110,20min,20,17,1,"Tony Singletary, Ken Whittingham, Erma Elzy-Jones, Gerren Keith, Jeff Melman, Chip Fields, William Allen Young, Linda Day, Matthew Diamond, Henry Chan"
2744,tt1871111,Sakamichi no Apollon,Comedy,2007,8.6,"1,348",431,,,7,,"Brad Jones, Brad Jones, Doug Walker, Lewis Lovhaug, Rob Walker, Brad Jones, Michael Michaud, Ryan Mitchelle, Brad Jones, Lewis Lovhaug"
2745,tt1048097,The Parkers,Action,2007,8.5,"1,348",14,45min,45,3,,"Sergey Ursulyak, Aleksandr Korenkov, Zoya Kudrya, Aleksei Poyarkov, Sergey Danielyan, Ruben Dishdishyan, Denis Frolov, Aleksei Kuznetsov, Yuriy Moroz, Aram Movsesyan"
2746,tt0131190,Liquidation,Animation,1981,8.1,"1,347",27,25min,25,17,5,"Bernard Deyries, Kyasuke Mikuriya, Tadao Nagahama, Kazuo Terada, Rene Borg, Shigetsugu Yoshida, Jean Chalopin, Yoshitake Suzuki, Nina Wolmark, Homer"
2747,tt5462364,Ulysse 31,Comedy,2017,6.6,"1,345",15,21min,21,20,4,"James Burrows, Mark Cendrowski, Phillip David Lewis, Gail Mancuso, Betsy Thomas, Ken Whittingham, Bob Daily, Garrett Donovan, Neil Goldman, Tracy Letts"
2748,tt0421099,Superior Donuts,Documentary,1999,8.6,"1,345",178,50min,50,4,,"Ned Williams, Claire Lasko, Max Baring, Kevin McCloud, John Silver, Ed Stobart, Paul King, John Lonsdale, Fiona Caldwell, Reece Watkinson"
2749,tt0283754,Grand Designs,Animation,2001,6.9,"1,344",39,30min,30,6,1,"Don MacKinnon, Victor Cook, Nicholas Filippi, Sean Bishop, Troy Adomitis, Dave Bullock, Steve Loter, Robert Askin, John Behnke, Dave Bullock"
2750,tt0142183,The Legend of Tarzan,Animation,1982,8.6,"1,344",36,25min,25,15,6,"Noboru Ishiguro, Akira Inoue, Kentaro Haneda, Kazuko Katsui, Kikuko Tada, Yasunori Honda, Hideaki Anno, Kiyotoshi Aoi, Suguru Egawa, Hiroshi Hamazaki"
2751,tt1166709,Say Yes to the Dress,Reality-TV,2007,5.2,"1,343",234,30min,30,3,2,"Anna Park, Julie Louis, Paula Levine, Vernise Cardillo, San Heng, Jennifer Winston, Richard Vagg, Abby Greensfelder, Nicole Sorrenti, Sean Gallagher"
2752,tt0043194,Chajiko Yasai Macross,Crime,1951,7.6,"1,342",276,30min,30,21,2,"Jack Webb, Jack Webb, Frank Burt, James E. Moser, John Robinson, Michael Cramoy, Ken Kolb, Ben Alexander, Kitty Buhler, Earl Schley"
2753,tt0292829,Dragnet,Comedy,2000,9,"1,342",0,,,1,,"Rajiv Mehra, Pritish Chakraborty"
2754,tt2904418,Free!,Animation,2013,7.6,"1,341",29,24min,24,1,4,"Hiroko Utsumi, Eisaku Kawanami, Taiichi Ogawa, Ai Yukimura, Noriyuki Kitanohara, Naoko Yamada, Rika Ota, Takuya Yamamura, Yoshiji Kigami, Yasuhiro Takemoto"
2755,tt3924978,Office Office,Comedy,2015,6,"1,340",9,24min,24,6,6,"Tripp Reed, John Putch, Jonathan Silverman, Erin Cardillo, Richard Keith, Amanda Pomeroy, Alexandra Safford, Katie Schwartz, Erin Cardillo, Richard Keith"
2756,tt1615925,Significant Mother,Action,2011,4.9,"1,340",39,,,8,2,"Clark Mathis, Alex Winter, Dave Payne, Jonathan Judge, Hiro Koda, David Barrett, Lev L. Spiro, David Jackson, Brian Robbins, Kevin Fair"
2757,tt0140749,Supah Ninjas,Animation,1993,8,"1,339",42,30min,30,20,1,"Gary Hartle, Gordon Bressack, Mark Zaslove, Rob Hudnut, Stephen Sustarsic, Robin Quinn, Doug Booth, Elizabeth Stonecipher, Jeremy Cushner, Richard Mueller"
2758,tt0203268,Mighty Max,Animation,1998,7.1,"1,339",13,30min,22,8,1,"Roy Allen Smith, Tom McLaughlin, Larry Brody, Jack Kirby, Stan Lee, Michael Steven Gregory, Dallas L. Barnes, Harlan Ellison, D.C. Fontana, Mark Hoffmeier"
2759,tt1996607,Silver Surfer,Comedy,2011,7.8,"1,338",32,,,5,,"Eung-bok Lee, Sung-hye Heo, Hye-ryeon Park, Yong-jun Bae, Jin-young Park, Woo-young Jang, Soo-hyun Kim, Taecyeon"
2760,tt0283217,Deurim hai,Comedy,2000,8.2,"1,338",58,25min,25,2,,"Giannis Lapatas, Armelle, Lyne Arsenault, Ruth Arsenault, Jean-FranÃ§ois Baril, Marie-France Bazzo, Tommy Bennwik, Sylvie Bouchard, Chantal Cadieux, Phillipe Daoust"
2761,tt0913742,S' agapo - M' agapas,Animation,2007,5.2,"1,336",17,,,27,6,"Donick Cary, Jay Karas, Brendan Clifford, Donick Cary, Richard Goodman, Adam Del Rio, Corinne Marshall, Jeffrey Poliquin, James Eagan, Opus Moreschi"
2762,tt0078657,Lil' Bush: Resident of the United States,Adventure,1979,7.8,"1,335",109,1h,1,16,1,"Roy Ward Baker, Francis Megahy, Terry Green, Ian Toynton, Diarmuid Lawrence, Roger Bamford, Lawrence Gordon Clark, Gordon Flemyng, Tom Clegg, Robert Young"
2763,tt0108909,Minder,Action,1994,5.8,"1,335",23,1h,1,19,5,"Paul Lynch, Michael Vejar, Allan Eastman, Mario Azzopardi, Timothy Bond, Alan J. Levi, J. Miles Dale, William Gereghty, T.J. Scott, Paul Shapiro"
2764,tt1861225,RoboCop,Comedy,2011,7.7,"1,334",13,30min,30,5,7,"John Morton, John Morton, Jon Plowman, Paul Schlesinger, Catherine Gosling Fuller, Andrew Blaney, John Sorapure, Bill Broomfield, Robin Hill, Nick Ames"
2765,tt0460621,Twenty Twelve,Comedy,2005,5.6,"1,334",22,30min,30,79,17,"Tom Stern, Jason Truitt, Eric Appel, Jason Jordan, Jimmy Kimmel, Jonathan Kimmel, Andy Milonakis, Benjamin Oren, Tom Stern, Aaron Blitzstein"
2766,tt0078714,The Andy Milonakis Show,Family,1979,8.2,"1,332",144,30min,30,46,2,"Geoffrey Darby, Brenda Mason, Gerben Heslinga, Roger Damon Price, Brian Lebold, Alex Sutton, Roger Damon Price, Geoffrey Darby, Adam Greydon Reid, Josh Morris"
2767,tt1346018,Munemoshune no musume tachi,Drama,2009,7.6,"1,332",6,,,7,4,"Paul Gay, Diarmuid Lawrence, Peter Bowker, Franny Moyle, Angie Daniell, Franny Moyle, Hilary Salmon, Ben Evans, Daniel Pemberton, Alan Almond"
2768,tt1196027,You Can't Do That on Television,Animation,2008,7.3,"1,332",6,,,10,4,"Terri Doty, Shigeru Ueda, Hiroshi Ã”nogi, Yoshikazu Beniya, Christopher Bevins, Takatoshi Chino, Justin Cook, Gen Fukunaga, Carly Hunter, Nobuhiro Osawa"
2769,tt0044298,Desperate Romantics,News,1952,5.2,"1,331",3532,4h,2,12,,"John Howard, Joe Michaels, Casey Casseday, Duke Ellington, Katerina Monemvassitis, Lloyd Aur Norman, Francesco Cordaro, Robert Cunniff, Sylvester L. Weaver Jr., Jerry Juhl"
2770,tt1771742,Restaurant: Impossible,Reality-TV,2011,7,"1,332",163,1h,1,14,,"Michael Shea, Hal Grant, Scott Preston, Gordon Recht, Hugh Martin, Mark Nadeau, Lee Lucier, Lauren Harrison, Nicholas Smalarz, Nelly Shifman"
2771,tt0106172,Today,Family,1991,7.8,"1,329",296,30min,30,18,,"Dana Calderwood, Hugh Martin, Jamie Greenberg, McPaul Smith, J.M. Stifle, Susan M. Clarke, Lane Raichert, Dana Calderwood, Howard J. Blumenthal, Deborah S. Finkel"
2772,tt0098752,Where in the World Is Carmen Sandiego?,Animation,1990,6.5,"1,329",21,30min,30,5,2,"Robert Alvarez, Don Lusk, Ray Patterson, Paul Sommer, Carl Urbano, Stan Phillips, Jim Aitken, Paul Dini, Sharman Divono, Rowby Goren"
2773,tt3574152,Bill & Ted's Excellent Adventures,Adventure,2015,6.4,"1,328",6,55min,55,38,3,"Edward Hall, Agatha Christie, Zinnie Harris, Claire Wilson, Hilary Bevan Jones, Helen Flint, Ian Hogan, Georgina Lowe, Tom Nash, Mathew Prichard"
2774,tt3688530,Partners in Crime,Reality-TV,2014,5,"1,326",74,22min,22,16,1,"Rajah Ahmed, Jennifer Perry, Star Smith, Billy Burgess, Adam Saltzberg, Natalie Allan, Joe Smith, Ted Iredell, Brian Spoor, Laura Harbron"
2775,tt3232262,Chrisley Knows Best,Animation,2014,6.6,"1,325",95,11min,11,48,1,"Natalys Raut Sieuzac, Alan Denton, Greg Hahn, Reid Harrison, Sam Freiberger, Benoit Grenier, Natalys Raut Sieuzac, Doug Lieblich, Bill Freiberger, Joelle Sellner"
2776,tt1629348,Sonic Boom,Action,2012,5.8,"1,325",12,22min,22,13,11,"Guillaume Lubrano, Jim Alexander, Fred Beltran, Richard Corben, Matt Cossin, Christian Gossett, Adi Granov, Marem Hassler, Alejandro Jodorowsky, Geoff Johns"
2777,tt0490048,Metal Hurlant Chronicles,Documentary,2005,8.4,"1,324",3,1h,1,9,7,"Chloe Leland, Tim Haines, Tim Haines, Michael Olmert, Tim Haines, Adam Kemp, Paul Chambers, Ben Bartlett, Peter Thorn, Andrew Wilks"
2778,tt2703720,Walking with Monsters,Animation,2013,7.9,"1,323",28,,,2,4,"Ai Yoshimura, Kei Oikawa, Hideya Takahashi, Mitsuhiro Iwasaki, Takashi Naoya, Shohei Matsushita, Koji Aritomi, Shigehisa Iida, Shunsuke Ishikawa, Tomoyuki Kawamura"
2779,tt0108949,Yahari ore no seishun rabukome wa machigatteiru.,Comedy,1994,5.9,"1,322",88,30min,30,17,2,"Douglas Barr, Harvey Frost, Bradley Battersby, Steve Markowitz, David Winning, Stuart Taylor, Susan Rohrer, Brian Thomas Jones, Joel Bender, Gil Bettman"
2780,tt0086807,Sweet Valley High,Comedy,1984,7.4,"1,319",132,25min,25,10,3,"Steve Bendelack, Peter Harris, John Henderson, Graham C. Williams, Bob Cousins, Liddy Oldroyd, Andy De Emmony, John Stroud, Sean Hardie, Beryl Richards"
2781,tt3037520,Spitting Image,Comedy,2013,7.5,"1,316",59,43min,43,5,1,"Ivan Dudynsky, Don Roy King, Michael Agbabian, Alex Chauvin, Aliyah Silverstein, Ann Slichter, Dwight D. Smith, Grant Taylor, Dwight D. Smith, Ann Slichter"
2782,tt1871731,Hollywood Game Night,Animation,2011,6.6,"1,315",75,30min,30,17,4,"Peter Hausner, Michael Helmuth Hansen, Trylle Vilstrup, Martin Skov, Justin Joseph Murphy, Jens MÃ¸ller, Michael Hegner, Thomas Ã˜stergaard Poulsen, Per Risager, Dan Hageman"
2783,tt0181935,Ninjago: Masters of Spinjitzu,Comedy,1999,7.9,"1,315",54,30min,30,30,4,"Steve Zuckerman, Shelley Jensen, Gerry Cohen, Sam Simon, Thomas J. Thompson, Joe Regalbuto, Michael Lessac, Wil Shriner, Andy Cadiff, Pamela Fryman"
2784,tt1845887,Norm,Comedy,2012,6.4,"1,315",6,,,6,3,"Fred Savage, John Blickstead, Trey Kollmer, Lennon Parham, Jessica St. Clair, Anthony King, Donick Cary, Alexa Junge, Scot Armstrong, John Blair"
2785,tt1847445,Best Friends Forever,Animation,2010,8.6,"1,315",11,,,5,15,"Masaaki Yuasa, Masaaki Yuasa, Noriko Ozaki, Fumie Takeuchi, Michiru Ohshima"
2786,tt1743990,Yojahan shinwa taikei,Documentary,2007,9,"1,315",297,,,2,,"James Rolfe, Mike Matei, James Rolfe, James Rolfe, Mike Matei, James Rolfe, Mike Matei, Mike Matei, Karen Lorena Parker"
2787,tt0159175,Cinemassacre's Monster Madness,Animation,1971,8,"1,315",23,23min,23,6,5,"Hayao Miyazaki, Isao Takahata, Masaaki Ã”sumi, Seiji Matsuoka, Yuki Miyata, Tooru Sawaki, Chiku Oowaya, Atsushi Yamatoya, Noriaki Yamazaki, Shunichiroo Koyama"
2788,tt0078703,Rupan sansei,Comedy,1979,7.5,"1,314",22,30min,30,13,2,"Gareth Gwenlan, Peter Spence, Christopher Bond, Gareth Gwenlan, Justin Davies, Jon Plowman, Ronnie Hazlehurst, Graham Jarvis, John Sorapure, John Dunstan"
2789,tt1740718,To the Manor Born,Talk-Show,2010,3.8,"1,314",1513,1h,1,28,,"Joseph Carolei, Gene Bernard, Manny Rodriguez, Ivan Dudynsky, Karen Anderson, Anthony Caleca, Eric S. Gray, John Redmann, Anjie Taylor, Becky Orenstein"
2790,tt0075527,Sea Patrol,Adventure,1977,7.3,"1,314",14,1h,1,22,5,"Paul Krasny, Irving J. Moore, Michael Caffey, Nicholas Colasanto, Robert Day, Gerald Mayer, Michael Preece, Alexander Singer, Steven Hilliard Stern, Curtis Harrington"
2791,tt0879688,The Talk,Drama,2007,7.4,"1,313",68,,,17,,"Geoff Bennett, Steve Mann, Ian Barry, Chris Martin-Jones, Di McElroy, Hal McElroy, John Ridley, Jeff Truman, Philip Dalkin, Marcia Gardner"
2792,tt2514488,Logan's Run,Crime,2012,3.1,"1,313",36,1h,1,26,1,"Eric Evangelista, Christopher Sgueglia, Eric Evangelista, Shannon Evangelista, Eric Evangelista, Shannon Evangelista, DJ Dodd, Alexander Block, Richard Burrier, Kevin Groff"
2793,tt1544603,Amish Mafia,Comedy,2010,5.6,"1,312",113,30min,30,10,2,"Ali LeRoi, Alfonso Ribeiro, Rich Correll, Reginald Hudlin, Lev L. Spiro, Ted Lange, Jerry Levine, Oz Scott, Keesha Sharp, Jason M. Palmer"
2794,tt1850596,Are We There Yet?,Biography,2005,7.9,"1,312",266,,,3,,"John Cox, Dawna Lee Heising, Renah Wolzinger, Dan Kennedy, Jeremy Yorba, David McNeil, Joseph Kelbie Williamson, Gordon Michael, Astraes Locke, Steven Van Wormer"
2795,tt0052461,Eye on Entertainment,Comedy,1959,7.1,"1,311",146,30min,30,11,3,"Charles Barton, William D. Russell, Don Taylor, Jeffrey Hayden, Norman Abbott, James Goldstone, Russell Beggs, Joe Bigelow, Peggy Chantler Dick, Dick Conway"
2796,tt0077027,Dennis the Menace,Western,1976,8.3,"1,311",29,,,21,6,"Vincent McEveety, Bernard McEveety, Burt Kennedy, Daniel Mann, Barry Crane, Joseph Pevney, Harry Falk, Gunnar Hellstrom, Alf Kjellin, Irving J. Moore"
2797,tt1424037,How the West Was Won,Animation,2006,8.3,"1,310",50,25min,25,4,3,"Hajime Kamegaki, Futoshi Higashide, Makoto Hoshino, Shigeru Yazaki, John Burgmeier, Blair Rowan, Spencer Prokop, Shun Matsuena, Hideki Shirane, Yoshiyuki Suga"
2798,tt0965546,Shijou Saikyou no Deshi Kenichi,Comedy,2006,8.5,"1,309",11,47min,47,4,1,"Yasuhiro Kawamura, Hideki Takeuchi, Rin Eto, Tomoko Ninomiya, Hiroki Wakamatsu, Takayuki Hattori, Etsuko Egawa, Kunihiko Ikuhara, George Gershwin, Takayuki Hattori"
2799,tt0952665,Nodame kantÃ¢bire,Action,2007,6.4,"1,308",11,1h,1,9,3,"Steven DePaul, Kevin Dowling, Felix Enriquez Alcala, Tucker Gates, Marita Grabiak, Terrence O'Hara, Craig Ross Jr., Deran Sarafian, Bryan Spicer, Brad Turner"
2800,tt1587394,K-Ville,Animation,2007,8.2,"1,307",24,,,2,3,"Kanosuke Uda, Mio Inoue, Yumi Kageyama, Midori Kuriyama, Munahisa Higuchi, Hiromi Seki, Hironosuke Sato, Yukiko Iijima, Eiko Sawada, Takao Shimizu"
2801,tt1578694,Lovely Complex,Animation,2006,8.7,"1,307",76,,,11,,"Martin Billany, Martin Billany, Kazuki Takahashi, Anthony Kroze Kresky, Martin Billany, Martin Billany, Michael Hecht, David, Jessi Nowack, Stephan Krosecz"
2802,tt0076983,Yu-Gi-Oh! The Abridged Series,Animation,1978,7.6,"1,306",85,30min,30,24,4,"Alan Dinehart, David E. Hanson, Tatsuo Yoshida, Jameson Brewer, William Bloom, Kevin Paul Coates, Muriel Germano, Peter Germano, Sidney Morse, Jack Paritz"
2803,tt0375289,Battle of the Planets,Comedy,2003,8.4,"1,306",34,35min,35,2,,"Milorad Milinkovic, Igor Stoimenov, Marko Marinkovic, Aleksandar Lazic, Rade Markovic, Jovan Popovic, Bojana Lekic, Bogdan Stojiljkovic, Bojan Lung, Zmajevi"
2804,tt1448226,Crni Gruja,Comedy,2009,6.3,"1,304",0,,,2,,"Cevriye Demir, Eylem Canpolat, Sema Ergenekon, Timur Savci, Cem Ã–zkan, Burak Demirdelen, Esra Oral, Pelin Aksu, Suleyman Mert Ã–zdemir, Sonat Hancer"
2805,tt3920814,The Commish,Drama,2014,6.3,"1,303",13,1h,1,20,,"Anne Wheeler, Mairzee Almas, Andy Mikita, William Waring, Gary Harvey, Mike Rohl, Amanda Tapping, Laurie Finstad-Knizhnik, Jacquie Gould, Jackie May"
2806,tt0101069,Melekler korusun,Comedy,1991,7.2,"1,303",92,1h,1,13,1,"Miles Watkins, James Whitmore Jr., Kim Manners, Rob Hedden, Bruce Kessler, Gwen Arner, Tucker Gates, Barbara Amato, Rachel Feldman, Mark Sobel"
2807,tt0065307,Marde Hezar Chehreh,Animation,1970,6.3,"1,303",16,30min,30,14,7,"Joseph Barbera, William Hanna, Larz Bourne, Tom Dagenais, Bill Lutz, Dan DeCarlo, John L. Goldwater, Joseph Barbera, William Hanna, Alex Lovy"
2808,tt1883671,Strange Empire,Reality-TV,2011,4.5,"1,303",74,,,14,,"Matthew Hobin, Michael McNamara, Michael Courtney, David Thies, Duncan White, David Osper, Joe Boo, Tim Brown, Jenny Daly, Juan Granja"
2809,tt1999525,Josie and the Pussycats,Documentary,2011,8.1,"1,303",16,45min,45,3,,"Mark McQueen, Simon Dinsell, Alex Mucadum, Gus Hurdle, Liz Wilson, Dan Albion, Lucy Ansbro, Paul Cooke, Helen Parker, Barry Read"
2810,tt2658222,Storage Hunters,Comedy,2008,7.7,"1,304",13,,,,,"Mehran Modiri, Ehsan Mozaffari"
2811,tt1289763,Dynamo: Magician Impossible,Drama,2008,6.3,"1,302",8,,,,,"Nihat Durak, Sebnem Ã‡itak, Cem Taskara"
2812,tt0115317,Son bahar,Horror,1996,7,"1,301",87,1h,1,12,6,"Michael Robison, Allan Eastman, Brenton Spencer, Brad Turner, William Fruet, Graeme Lynch, Garner Simmons, Paul Lynch, Martin Cummins, Gilbert M. Shilton"
2813,tt0490035,Poltergeist: The Legacy,Documentary,2005,7,"1,301",52,48min,48,4,2,"Steve Smith, Marc Heffernan, Ben Duncan, John F.D. Northover, Graham Sherrington, Ed Venner, Paul Ratcliffe, Adrian Sibley, Richard Bond, Natalie Burke"
2814,tt0115173,The F Word,Family,1996,8.1,"1,300",26,30min,30,15,,"Alex Chapple, Stephen Williams, John Bell, Milan Cheylov, Neill Fearnley, Graeme Lynch, Bruce McDonald, Ron Oliver, David Straiton, John Slama"
2815,tt0121033,Flash Forward,Action,1976,8.9,"1,300",0,9h,9,6,,"Mircea Muresan, Radu Tudoran, Nicu Stan, Marcel Bogos, Stefan Maritan, Nelly Grigoriu-Merola, Nicolae Corjos, Nicolae Voica, Cristea Traian"
2816,tt1114705,Toate pÃ®nzele sus,Drama,2008,6.1,"1,299",65,1h,1,5,8,"Michael Dimich, Ryan Polito, John Irwin, Mark Perez, David Weintraub, Patrick Sayers, Alex Demyanenko, Alison Martino, Duncan White, Jeff Olde"
2817,tt1809413,Celebrity Rehab with Dr. Drew,Comedy,2008,7.8,"1,299",0,25min,25,,,"Muge Turali, MeriÃ§ Acemi, Aysin Akbulut, Itir Arda, Evrim Aytas, Murat Disli, Ali Ercivan, Mehmet Altioklar, Muge Turali, SelÃ§uk EkmekÃ§iler"
2818,tt3333880,1 Kadin 1 Erkek,Reality-TV,2014,7,"1,298",69,21min,21,5,3,"Archie Gips, Brian Spoor, David J. Garfield, Stan Evans, Archie Gips, James M. Wahlberg, Raymond Lisi, Joe Smith, Trevor Baierl, Rasha Drachkovitch"
2819,tt0066651,Wahlburgers,Family,1971,8.2,"1,298",780,28min,28,38,4,"Henry Behar, Bob Schwarz, John Tracy, Jeremy Stevens, Christopher Cerf, John Boni, Amy Ephron, Thad Mumford, Sara Compton, Tom Dunsmuir"
2820,tt0283205,The Electric Company,Action,2000,8.3,"1,297",27,46min,46,35,45,"Timothy Hutton, John L'Ecuyer, Holly Dale, Neill Fearnley, George Bloomfield, Michael Jaffe, John R. Pepper, Alan Smithee, James Tolkan, Charles B. Wessler"
2821,tt2569488,Father Knows Best,Crime,2012,7.6,"1,297",13,40min,40,11,2,"Frank van Mechelen, Bavo Dhooge, Ward Hulselmans, Corinne Appelmans, Jan Theys, Eric Wirix, Steve Willaert, Lou Berghmans, Pieter Smet, Ann Willems"
2822,tt0159172,A Nero Wolfe Mystery,Animation,1979,8.1,"1,297",43,30min,30,12,7,"Yoshiyuki Tomino, Ryaji Fujiwara, Shin'ya Sadamitsu, Eikichi Kojika, Susumu Gyada, Takeyuki Kanda, Hiromichi Matano, Osamu Sekita, Yoshiyuki Tomino, Hajime Yatate"
2823,tt0046600,Salamander,Comedy,1954,7.4,"1,296",204,30min,30,24,9,"Peter Tewksbury, William D. Russell, James Neilson, Ed James, Roswell Rogers, Paul West, Dorothy Cooper, John Elliotte, Herman Epstein, Ben Gershman"
2824,tt0088515,Mobile Suit Gundam,Animation,1985,6.1,"1,295",26,30min,30,7,3,"Raymond Jafelice, Dale Schott, Bob Carrau, Paul Dini, Michael Dubil, Michael Reaves, Linda Woolverton, Sam Wilson, Earl Kress, Stephen Langford"
2825,tt5272790,Ewoks,Comedy,2015,8.4,"1,294",14,48min,48,2,,"Arun Das, Nishant Nayak, Aniket Rao, Devaiah Bopanna, Siddharth Dudeja, Girish Narayandass, Madhavendra Singh, Karunesh Talwar, Abhishek Upamanyu, Shreyas Manohar"
2826,tt1796154,Papiny dochki,Comedy,2007,5.5,"1,295",35,25min,25,,,"Valentin Kozlovsky, Sergey Aldonin, Irina Vasilyeva, Aleksandr Zhigalkin, Askar Bissembin, Vyacheslav Dusmukhametov, Anton Morozenko, Ilya Polezhajkin, Vitaliy Shlyappo, Aleksandr Trofimov"
2827,tt0115086,On Air with AIB,Fantasy,1996,7.3,"1,293",44,1h,1,20,,"George Mendeluk, Alan Simmonds, Terry Ingram, Clay Borris, James Head, Neill Fearnley, Brenton Spencer, H.P. Hobbes, Jim Kaufman, Steven Hilliard Stern"
