,id,name,genre,start_date,rating,votes,n_episodes,runtime1,runtime2,user_reviews,critic_reviews,cast
591,tt3250026,Zoo,Drama,2015,7,"15,369",37,42min,42,166,14,"Michael Katleman, Steven A. Adelson, David Solomon, Norman Buckley, Edward Ornelas, Brad Anderson, Zetna Fuentes, David Grossman, Eric Laneuville, Chris Long"
592,tt1409055,Dragon Ball Z Kai,Animation,2009,8.4,"15,351",167,24min,24,17,29,"Osamu Kasai, Yasuhiro Nowatari, Daisuke Nishio, Kazuhisa Takenouchi, Takao Koyama, Katsuyuki Sumizawa, Akira Toriyama, Kohei Obara, Kyatara Kimura, Yako Matsuzaki"
593,tt0251439,Trigun,Animation,1998,8.4,"15,297",26,24min,24,82,4,"Satoshi Nishimura, Yasuke Kuroda, Yasuhiro Nightow, Shigeru Kitayama, Shigeki Komatsu, Masao Maruyama, Yuji Moriya, Masao Morosawa, Justin Cook, Gen Fukunaga"
594,tt0086661,The Adventures of Sherlock Holmes,Crime,1984,8.8,"15,284",13,1h,1,48,5,"Alan Grint, Paul Annett, John Bruce, David Carson, Ken Grieve, Arthur Conan Doyle, John Hawkesworth, Jeremy Paul, Derek Marlowe, Alexander Baron"
595,tt0105929,Absolutely Fabulous,Comedy,1992,8.2,"15,264",39,45min,30,52,13,"Bob Spiers, Dewi Humphreys, Christine Gernon, Mandie Fletcher, Tristram Shapeero, Ed Bye, Dawn French, Sue Perkins, Jennifer Saunders, Jon Plowman"
596,tt0259141,Jackie Chan Adventures,Animation,2000,7.4,"15,241",95,30min,30,12,7,"Christopher Berkeley, Michael Chang, Andy Thom, Seung Eun Kim, Phil Weinstein, Michael Goguen, David Hartman, Bryan Andrews, Jane Wu, Alan Caldwell"
597,tt3560094,Stalker,Crime,2014,7.6,"15,219",20,1h,1,46,5,"Liz Friedlander, Kevin Bray, Jeff T. Thomas, Fred Toye, Roxann Dawson, Bronwen Hughes, Omar Madha, Dave Rodriguez, Brad Turner, Hanelle M. Culpepper"
598,tt1591493,No Ordinary Family,Action,2010,6.9,"15,205",20,1h,1,50,10,"Terry McDonough, David Semel, Paul A. Edwards, Timothy Busfield, David Paymer, John Polson, Wendey Stanzler, Ron Underwood, Tom Verica, Greg Beeman"
599,tt1836195,The River,Adventure,2012,6.9,"15,192",8,44min,44,63,38,"Jaume Collet-Serra, Rob Bailey, Kenneth Fink, Gary Fleder, Michael Katleman, Michelle MacLaren, Dean White, Oren Peli, Michael R. Perry, Michael Green"
600,tt0273028,Undeclared,Comedy,2001,8,"15,171",18,22min,22,38,8,"Greg Mottola, John Hamburg, Jay Chandrasekhar, Judd Apatow, Jake Kasdan, Jon Favreau, Paul Feig, Judd Apatow, Seth Rogen, Rodney Rothman"
601,tt4181172,Shooter,Action,2016,7.7,"15,144",18,1h,1,58,6,"Simon Cellan Jones, Christoph Schrewe, Yuval Adler, Jaime Reynoso, David Straiton, Adam Davidson, Roxann Dawson, Kevin Bray, Chloe Domont, Lukas Ettlin"
602,tt0292800,The Grim Adventures of Billy & Mandy,Animation,2001,7.7,"15,125",85,30min,30,42,1,"Juli Murphy, Shaun Cashman, Robert Alvarez, Eddy Houchins, Sue Perrotto, John McIntyre, Russell Calabrese, Dave Brain, Brian Hogan, Brian Sheesley"
603,tt2543328,TURN: Washington's Spies,Drama,2014,8.1,"15,059",40,1h,1,59,15,"Jeremy Webb, Eagle Egilsson, Keith Boak, Andrew McCarthy, Nick Copus, Michael Uppendahl, Kate Dennis, Omar Madha, Ed Bianchi, S.J. Clarkson"
604,tt1825133,Smash,Drama,2012,7.7,"15,035",32,44min,44,51,49,"Michael Morris, Michael Mayer, Tricia Brock, Roxann Dawson, Mimi Leder, Craig Zisk, Daniel Attias, Jamie Babbit, Paris Barclay, Adam Bernstein"
605,tt5368542,The Exorcist,Drama,2016,8.2,"14,932",13,45min,45,81,15,"Jason Ensler, Michael Nankin, Bill Johnson, Tinge Krishnan, Louis Shaw Milito, Jennifer Phang, Rupert Wyatt, Craig Zisk, William Peter Blatty, Jeremy Slater"
606,tt0106052,Late Night with Conan O'Brien,Comedy,1993,8.3,"14,929",2758,1h,1,96,,"Allan Kartun, Liz Plonka, Dana Calderwood, Morris Abraham, Louis C.K., Tom Agna, Chris Albers, Jose Arroyo, Ellie Barancik, Alec Berg"
607,tt1604099,Victorious,Comedy,2010,6.9,"14,871",57,30min,30,51,3,"Steve Hoefer, Adam Weissman, Russ Reinsel, David Kendall, Clayton Boen, Dan Schneider, Matt Fleckenstein, Jake Farrow, David Malkoff, Warren Bell"
608,tt1059475,Flashpoint,Action,2008,7.8,"14,865",75,41min,41,73,9,"David Frazee, Kelly Makin, Erik Canuel, Holly Dale, Charles Biname, Stefan Pleszczynski, Stephen Surjik, Brett Sullivan, John Fawcett, Clark Johnson"
609,tt2657262,Star-Crossed,Drama,2014,7.4,"14,848",13,1h,1,117,6,"Gary Fleder, Edward Ornelas, Norman Buckley, Zetna Fuentes, Michael Katleman, Michael Pressman, Elizabeth Allen Rosenbaum, Deran Sarafian, Oz Scott, Harry Sinclair"
610,tt3551096,Fresh Off the Boat,Comedy,2015,8,"14,764",61,22min,22,70,12,"Bill Purple, Lynn Shelton, Claire Scanlon, Phil Traill, Alisa Statman, Jude Weng, Chris Koch, Matt Sohn, Gail Mancuso, Sean Kavanagh"
611,tt0118289,Cow and Chicken,Animation,1995,6.7,"14,685",54,30min,30,35,2,"David Feiss, Robert Alvarez, Robin Steele, Deane Taylor, John McIntyre, Monte Young, Bill Reed, David Feiss, Michael Ryan, Bill Burnett"
612,tt4229954,Outcast,Drama,2016,7.6,"14,605",20,1h,1,42,23,"Howard Deutch, Loni Peristere, Tricia Brock, Leigh Janiak, Julius Ramsay, Scott Winant, Adam Wingard, Craig Zobel, Fernando Coimbra, Alrick Riley"
613,tt0770762,Happy Tree Friends,Animation,1999,7.1,"14,590",36,21min,1,41,7,"Kenn Navarro, Alan Lau, Rhode Montijo, David Winn, Rhode Montijo, Kenn Navarro, Aubrey Ankrum, Warren Graff, Ken Pontac, David Winn"
614,tt0101084,Doug,Animation,1991,7.5,"14,579",52,30min,30,48,,"Tony Eastman, Carol Millican, Ken Kimmelman, Yvette Kaplan, Paul Sparagano, Curtis Crawford, John Paratore, Johan Edstrom, Philippe Chauvelier, Myrna Bushman"
615,tt1442065,Rookie Blue,Crime,2010,7.7,"14,575",74,42min,42,59,9,"David Wellington, T.W. Peacocke, John Fawcett, Peter Wellington, Steve DiMarco, Paul Fox, Gregory Smith, Charles Biname, Teresa Hannigan, Kelly Makin"
616,tt0059968,Batman,Action,1966,7.5,"14,572",120,25min,25,82,23,"Oscar Rudolph, James B. Clark, George Waggner, Sam Strangis, Robert Butler, Murray Golden, Larry Peerce, Norman Foster, Tom Gries, Charles R. Rondeau"
617,tt2393813,Graceland,Action,2013,7.7,"14,554",38,42min,42,30,8,"Russell Lee Fine, Larry Teng, Sanford Bookstaver, Renny Harlin, Duane Clark, Stephen Surjik, Paul Holahan, Charlotte Sieling, David Straiton, Sheree Folkson"
618,tt0273366,Lizzie McGuire,Comedy,2001,6.6,"14,541",65,30min,22,208,6,"Savage Steve Holland, Steve De Jarnatt, Mark Rosman, Anson Williams, Peter Montgomery, Brian K. Roberts, Neal Israel, Jace Alexander, Timothy Busfield, Kim Friedman"
619,tt5651844,Travelers,Sci-Fi,2016,8,"14,504",24,45min,45,80,7,"Andy Mikita, William Waring, Helen Shaver, Martin Wood, Nick Hurran, Amanda Tapping, Eric McCormack, Ashley Park, Pat Smith, Jason Whiting"
620,tt1780441,Portlandia,Comedy,2011,7.8,"14,491",71,22min,22,38,31,"Jonathan Krisel, Steve Buscemi, Bill Benz, Daniel Gray Longino, Carrie Brownstein, Fred Armisen, Alice Mathias, Fred Armisen, Carrie Brownstein, Jonathan Krisel"
621,tt1415889,Good Luck Charlie,Comedy,2010,7.1,"14,445",97,22min,22,48,1,"Bob Koherr, Eric Dean Seaton, Phillip David Lewis, Adam Weissman, Thomas J. Thompson, Bruce Leddy, Shelley Jensen, Shannon Flynn, Eric Allan Kramer, Joel Zwick"
622,tt0118364,Just Shoot Me!,Comedy,1997,6.9,"14,433",149,30min,30,52,10,"Pamela Fryman, Leonard R. Garner Jr., Steven Levitan, Jean Sagal, John Fortenberry, Philip Charles MacKenzie, Lee Shallat Chemel, Peter Bonerz, Dana De Vally Piazza, Darryl Bates"
623,tt3636060,Poldark,Drama,2015,8.4,"14,413",28,1h,1,53,9,"Joss Agnew, Edward Bazalgette, William McGregor, Charlie Palmer, William Sinclair, Stephen Woolfenden, Richard Senior, Debbie Horsfield, Winston Graham, Rebecca Eaton"
624,tt0129690,I'm Alan Partridge,Comedy,1997,8.5,"14,374",12,29min,29,54,4,"Dominic Brigstocke, Armando Iannucci, Tristram Shapeero, Peter Baynham, The Cast, Steve Coogan, Armando Iannucci, Armando Iannucci, Peter Fincham, Alison MacPhail"
625,tt0088571,Moonlighting,Comedy,1985,7.6,"14,355",66,1h,1,42,17,"Allan Arkush, Peter Werner, Christian I. Nyby II, Paul Krasny, Dennis Dugan, Will Mackenzie, Christopher Hibler, Jay Daniel, Artie Mandelberg, Sam Weisman"
626,tt0459159,The Thick of It,Comedy,2005,8.7,"14,320",24,29min,29,19,11,"Armando Iannucci, Natalie Bailey, Chris Addison, Becky Martin, Tony Roche, Billy Sneddon, Jesse Armstrong, Sam Bain, Simon Blackwell, Rob Colley"
627,tt0419326,Foster's Home for Imaginary Friends,Animation,2004,7.7,"14,318",76,30min,30,47,5,"Craig McCracken, Craig Kellman, Rob Renzetti, Lauren Faust, Eric Pringle, Craig McCracken, Lauren Faust, Mike Moon, Craig Lewis, Amy Keating Rogers"
628,tt0300865,That's So Raven,Comedy,2003,6.5,"14,297",100,30min,30,117,9,"Rich Correll, Sean McNamara, Eric Dean Seaton, Debbie Allen, Marc Warren, Matthew Diamond, John Tracy, Rondell Sheridan, Christopher B. Pearman, Fred Savage"
629,tt4687880,Goliath,Drama,2016,8.3,"14,276",12,1h,1,82,10,"Lawrence Trilling, Alik Sakharov, Bill D'Elia, Anthony Hemingway, Walter Hill, David E. Kelley, Jonathan Shapiro, David Babcock, David E. Kelley, Robert Lloyd Lewis"
630,tt0495212,Hellsing Ultimate,Animation,2006,8.4,"14,253",10,50min,50,40,22,"Taliesin Jaffe, Tomokazu Tokoro, Hideki Tonokatsu, Taliesin Jaffe, Kohta Hirano, Hideyuki Kurata, Yasuke Kuroda, Jonathan Klein, Reiko Matsuo, Satoshi Fujii"
631,tt3663490,The Librarians,Action,2014,7.3,"14,247",35,42min,42,80,14,"Jonathan Frakes, Marc Roskin, Dean Devlin, Noah Wyle, Rod Hardy, John Harrison, Emile Levisetti, Tawnia McKiernan, Courtney Rowe, Nina Lopez-Corrado"
632,tt3061046,Steven Universe,Animation,2013,8.4,"14,234",132,23min,23,112,10,"Ian Jones-Quartey, Joseph D. Johnston, Kat Morris, Phil Rynda, Rebecca Sugar, Matt Burnett, Ben Levin, Rebecca Sugar, Kat Morris, Ian Jones-Quartey"
633,tt0179552,The Adventures of Tintin,Animation,1991,8.3,"14,211",39,30min,30,24,7,"Stephane Bernasconi, Amelie Aubert, Aaron Barzman, Alex Boon, Martin Brossollet, Danial Campbel, Dennise Fordham, Herge, Peter Meech, Toby Mullally"
634,tt0085033,Inspector Gadget,Animation,1983,6.8,"14,110",86,30min,30,39,3,"Bruno Bianchi, Dave Cox, Edouard David, Raymond Jafelice, Ken Stephenson, Bernard Deyries, Toshiyuki Hiruma, Jean Chalopin, Andy Heyward, Bruno Bianchi"
635,tt2647586,Resurrection,Drama,2014,7.4,"14,056",21,43min,43,45,14,"Daniel Attias, Christopher Misiano, Kevin Dowling, Ron Underwood, Colin Bucksey, Stephen Cragg, Dan Lerner, Constantine Makris, Charles McDougall, John Scott"
636,tt1513168,Through the Wormhole,Documentary,2010,8.6,"14,033",63,1h,1,18,8,"Kurt Sayenga, Geoffrey Sharp, Anthony Lund, David LaMattina, Laura Verklan, James Younger, David Isser, David Isser, Anthony Lund, Thomas Quinn"
637,tt0137330,"Two Guys, a Girl and a Pizza Place",Comedy,1998,7.4,"14,007",81,30min,30,79,1,"Michael Lembeck, Leonard R. Garner Jr., Gail Mancuso, John Fortenberry, Marjorie Weitzman, Ellen Gittelsohn, Ted Wass, Wil Shriner, Rich Correll, Gil Junger"
638,tt0086765,"Murder, She Wrote",Crime,1984,6.9,"14,002",264,50min,50,54,27,"Anthony Pullen Shaw, Walter Grauman, Vincent McEveety, Seymour Robbie, Jerry Jameson, John Llewellyn Moxey, Peter Crane, Arthur Allan Seidelman, Allen Reisner, Kevin G. Cremin"
639,tt0370194,Reno 911!,Comedy,2003,7.9,"14,002",88,22min,22,49,23,"Michael Patrick Jann, Robert Ben Garant, Thomas Lennon, Brad Abrams, Robert Ben Garant, Kerri Kenney, Thomas Lennon, David Lincoln, Danny DeVito, Robert Ben Garant"
640,tt0112022,JAG,Action,1995,6.6,"13,990",227,1h,1,71,7,"Bradford May, Tony Wharmby, Alan J. Levi, Jeannot Szwarc, Terrence O'Hara, Greg Beeman, Kenneth Johnson, Donald P. Bellisario, Scott Brazil, Ray Austin"
641,tt2049116,Gomorra: La serie,Crime,2014,8.7,"13,984",26,55min,55,39,18,"Stefano Sollima, Claudio Cupellini, Francesca Comencini, Claudio Giovannesi, Stefano Bises, Leonardo Fasoli, Roberto Saviano, Ludovica Rampoldi, Giovanni Bianconi, Maddalena Ravagli"
642,tt0055683,The Jetsons,Animation,1962,7,"13,967",75,25min,21,32,12,"Joseph Barbera, William Hanna, Ray Patterson, Arthur Davis, Oscar Dufau, Carl Urbano, Rudy Zamora, Alan Zaslove, Mark Zaslove, Chuck Downs"
643,tt0787985,Robin Hood,Action,2006,7.6,"13,929",39,1h,1,162,9,"Matthew Evans, Graeme Harper, Declan O'Dwyer, Richard Standeven, Roger Goldby, Ciaran Donnelly, John McKay, James Erskine, David Evans, John Greening"
644,tt0346314,Kakaku kidatai: Stand Alone Complex,Animation,2002,8.6,"13,919",52,24min,24,34,34,"Kenji Kamiyama, Masaki Tachibana, Itsura Kawasaki, Hideyo Yamamoto, Kenji Kamiyama, Shirow Masamune, Mamoru Oshii, Junichi Fujisaku, Nobutoshi Terado, Mary Claypool"
645,tt0112167,Sliders,Sci-Fi,1995,7.4,"13,779",87,1h,1,76,11,"Richard Compton, David E. Peckinpah, Jerry O'Connell, Reza Badiyi, Jim Johnston, Oscar L. Costo, Vern Gillum, Paris Barclay, Jefery Levy, Adam Nimoy"
646,tt1299365,How to Make It in America,Comedy,2010,8,"13,760",17,30min,30,32,15,"Julian Farino, Simon Cellan Jones, Danny Leiner, Jonathan Levine, Joshua Marston, Miguel Arteta, Ian Edelman, Arty Nelson, Donal Lardner Ward, Rob Weiss"
647,tt3877200,The Missing,Crime,2014,8.2,"13,742",16,1h,1,49,22,"Tom Shankland, Ben Chanan, Harry Williams, Jack Williams, Colin Callender, Willow Grylls, Scott Huff, Elaine Pyke, Harry Williams, Jack Williams"
648,tt1528406,Fairy Tail,Animation,2009,8.2,"13,704",277,24min,24,43,14,"Shinji Ishihira, Hiroyuki Fukushima, Kiichi Suzuno, Naomichi Yamato, Yasuo Iwamoto, Nanako Sasaki, Kazunobu Shimizu, Hiro Mashima, Masashi Sogo, Tyler Walker"
649,tt1842530,Unforgettable,Crime,2011,6.7,"13,651",61,1h,1,47,14,"Jean de Segonzac, Paul Holahan, Matt Earl Beesley, Peter Werner, Oz Scott, John David Coles, Niels Arden Oplev, Anna Foerster, Jace Alexander, David Platt"
650,tt3501074,Madam Secretary,Drama,2014,7.6,"13,623",70,45min,45,88,6,"Eric Stoltz, Jonathan Brown, Felix Enriquez Alcala, Rob J. Greenlea, Charlotte Brandstrom, James Whitmore Jr., Dennie Gordon, Jet Wilkinson, David Semel, Morgan Freeman"
651,tt0249327,Yu-Gi-Oh!,Animation,2000,7,"13,566",224,24min,24,54,7,"Kunihisa Sugishima, Hiroyuki Kakudo, Toru Yamada, Kazuki Takahashi, David Sartorius, Matthew Drdek, Lloyd Goldfine, Ken'ichi Kanemaki, Arthur 'Sam' Murakami, Roger Slifer"
652,tt0835434,In Treatment,Drama,2008,8.3,"13,547",106,25min,25,40,18,"Paris Barclay, Rodrigo Garcia, Jim McKay, Melanie Mayron, Ryan Fleck, Ali Selim, Christopher Misiano, Courtney Hunt, Terry George, Jean de Segonzac"
653,tt3498622,Fortitude,Drama,2015,7.4,"13,528",22,1h,1,126,23,"Hettie Macdonald, Kieron Hawkes, Sam Miller, Nick Hurran, Richard Laxton, Metin Huseyin, Simon Donald, Simon Burke, Tom Butterworth, Chris Hurford"
654,tt1590961,Call the Midwife,Crime,2011,7.3,"13,445",23,43min,43,30,5,"Guy Ferland, Billy Gierhart, Mel Damski, Michael Waxman, Gavin Hood, Clark Johnson, Phil Abraham, Adam Arkin, Sanford Bookstaver, Jean de Segonzac"
655,tt1983079,Breakout Kings,Drama,2012,8.4,"13,445",78,1h,1,37,30,"Juliet May, Philippa Lowthorpe, Syd Macartney, China Moo-Young, Minkie Spiro, Darcia Martin, Lisa Clarke, Sheree Folkson, Jamie Payne, Roger Goldby"
656,tt1553644,The Ricky Gervais Show,Animation,2010,8.2,"13,407",39,30min,30,25,11,"Dan Fraga, Craig Kellman, Ricky Gervais, Stephen Merchant, Karl Pilkington, Ricky Gervais, Stephen Merchant, Karl Pilkington, Bob Higgins, Glyn Hughes"
657,tt3952222,Killjoys,Action,2015,7.2,"13,375",30,42min,42,62,16,"Paolo Barzman, Stefan Pleszczynski, Chris Grismer, Andy Mikita, Peter Stebbings, April Mullen, Ruba Nadda, Jeff Renfroe, Martin Wood, Ken Girotti"
658,tt0101081,Dinosaurs,Comedy,1991,7.5,"13,327",65,30min,30,50,17,"Tom Trbovich, Bruce Bilson, Mark Brull, Jeff McCracken, Jay Dubin, Brian Henson, Reza Badiyi, William Dear, Patrick Read Johnson, Max Tash"
659,tt0839188,Metalocalypse,Animation,2006,8.3,"13,245",63,11min,11,53,25,"Jon Schnepp, Chris Prynoski, Mark Brooks, Tommy Blacha, Brendon Small, Mike Roush, Felipe Salazar, Tommy Blacha, Brendon Small, Mark Brooks"
660,tt2592094,Believe,Drama,2014,7.2,"13,222",13,43min,43,69,8,"Sam Hill, David Boyd, Alfonso Cuaran, Roxann Dawson, Bart Freundlich, Omar Madha, Michael Offer, Jonas Pate, Steve Shill, Eric Stoltz"
661,tt0088491,The Bugs Bunny/Looney Tunes Comedy Hour,Animation,1985,8.4,"13,198",0,45min,45,3,,"Chuck Jones, Rudy Larriva, Friz Freleng, Robert McKimson, Hal Geer, Steven S. Greene, Kathleen Helppie-Shipley, Milt Franklyn, William Lava, John Seely"
662,tt0111945,The Drew Carey Show,Comedy,1995,6.9,"13,190",233,30min,30,56,3,"Gerry Cohen, Sam Simon, Bob Koherr, Brian K. Roberts, Steve Zuckerman, Thomas J. Thompson, Shelley Jensen, Gary Halvorson, Michael Lessac, John Fuller"
663,tt0088631,Thundercats,Animation,1985,7.9,"13,183",130,30min,30,41,6,"Katsuhito Akiyama, Jules Bass, Doug Bernstein, Beth Bornstein, David Carren, J. Larry Carroll, Barney Cohen, Jeri Craden, Lawrence DuKore, Herb Engelhardt"
664,tt1492088,Pawn Stars,Reality-TV,2009,7.3,"13,179",529,30min,30,63,11,"Jairus Cobb, Shannon Biggs, Jonathan Wyche, Guy Fiorita, Russell McCarroll, Emerson St. John, Diane Denzer, Laura Nieder, Courtney Kogler, Rennik Soholt"
665,tt0115320,The Pretender,Drama,1996,7.5,"13,154",86,1h,1,63,8,"Frederick King Keller, James Whitmore Jr., Terrence O'Hara, Chuck Bowman, Rodney Charters, Steven Long Mitchell, Michael Lange, Scott Lautanen, Michael Zinberg, Joe Napolitano"
666,tt0182629,Rurouni Kenshin: Wandering Samurai,Animation,1996,8.6,"13,110",95,24min,24,56,68,"Kazuhiro Furuhashi, Richard Epcar, Yoji Mitsuya, Kaeko Sakamoto, Hiroshi Morioka, Shin'ichi Matsumi, Michiru Shimada, Nobuhiro Watsuki, John Sirabella, Mitsuhisa Hida"
667,tt0364817,Tru Calling,Adventure,2003,7.5,"13,073",27,43min,43,110,13,"Michael Katleman, Paul Shapiro, Guy Norman Bee, Dan Lerner, Rick Rosenthal, Jesus Salvador TreviÃ±o, David Solomon, David Barrett, Sanford Bookstaver, Phillip Noyce"
668,tt1943524,The Finder,Comedy,2012,7.7,"13,062",13,44min,44,36,6,"Daniel Sackheim, Adam Arkin, David Boreanaz, Alex Chapple, Milan Cheylov, James Hayman, Kevin Hooks, Dwight H. Little, Seith Mann, Vahan Moosekian"
669,tt0892700,The Penguins of Madagascar,Animation,2008,7.7,"13,027",96,11min,11,18,2,"Bret Haaland, Tom McGrath, Bill Motz, Bob Roth, Brandon Sawyer, Eric Darnell, Eddie Guzelian, Mark McCorkle, Robert Schooley, Gabriel Garza"
670,tt0805661,The Black Donnellys,Crime,2007,8.2,"13,012",13,1h,1,60,5,"Paul Haggis, Kevin Bray, Anthony Hemingway, Jeff King, Dan Lerner, Daniel Minahan, Robert Moresco, Gloria Muzio, Deran Sarafian, T.J. Scott"
671,tt1430587,Tosh.0,Comedy,2009,7.4,"12,995",244,30min,30,37,15,"Scott Zabielski, John Elerick, Brit McAdams, Jonathan Judge, James Patton, Mike Gibbons, Daniel Tosh, Nick Malis, Joe Borden, Eddie Gossling"
672,tt0126158,He-Man and the Masters of the Universe,Animation,1983,7.5,"12,977",130,30min,30,38,21,"Gwen Wetzler, Lou Kachivas, Marsh Lamore, Steve Clark, Ed Friedman, Ernie Schmidt, Bill Reed, Lou Zukor, Richard Trueblood, Bob Arkwright"
673,tt4320258,Chip 'n' Dale Rescue Rangers,Action,2014,7.1,"12,958",82,2h,2,26,,"Metin Gunay, Akif Ã–zkan, Hakan Arslan, Mehmet Bozdag, Atilla Engin, Asli Zeynep Peker Bozdag, Mustafa Burak Dogu, Hale Aksu Engin, Alp Emre Oduncu, Ahmet Turgut"
674,tt0096557,Dirilis: Ertugrul,Animation,1989,7.6,"12,959",65,22min,22,22,5,"John Kimball, Bob Zamboni, Alan Zaslove, Rick Leon, Burt Brown, Alan Burnett, Art Cover, Buzz Dixon, Mark Edward Edens, Michael Edens"
675,tt0071007,Little House on the Prairie,Drama,1974,7.4,"12,931",205,1h,1,66,29,"Michael Landon, William F. Claxton, Maury Dexter, Victor French, Leo Penn, Alf Kjellin, Lewis Allen, Victor Lobl, Joseph Pevney, Michael Ray Rhodes"
676,tt5770786,GLOW,Comedy,2017,8.1,"12,816",11,35min,35,51,31,"Jesse Peretz, Phil Abraham, Kate Dennis, Sian Heder, Melanie Mayron, Claire Scanlon, Tristram Shapeero, Lynn Shelton, Wendey Stanzler, Kristoffer Diaz"
677,tt0405576,Ned's Declassified School Survival Guide,Comedy,2004,7.4,"12,787",55,22min,22,43,3,"Joe Menendez, David Kendall, Savage Steve Holland, Fred Savage, Adam Weissman, Dan Coffie, Paul Hoen, Jonathan Winfrey, Jonathan Judge, Bethany Rooney"
678,tt0397150,Garth Marenghi's Darkplace,Comedy,2004,8.5,"12,779",6,30min,30,61,19,"Richard Ayoade, Richard Ayoade, Matthew Holness, Richard Allen-Turner, Richard Grocock, Charlie Hanson, Jon Thoday, Stephen Abrahams, Andrew Hewitt, Martin Hawkins"
679,tt2365946,Bitten,Drama,2014,7.1,"12,766",33,44min,44,84,5,"James Dunnison, Grant Harvey, T.J. Scott, Paul Fox, Andy Mikita, Brad Turner, J.B. Sugar, Nathaniel Goodman, David Wellington, John Fawcett"
680,tt1526318,Borgen,Drama,2010,8.5,"12,764",30,58min,58,31,24,"Louise Friedberg, Jesper W. Nielsen, Mikkel NÃ¸rgaard, Annette K. Olesen, Rumle Hammerich, SÃ¸ren Kragh-Jacobsen, Jannik Johansen, Henrik Ruben Genz, Charlotte Sieling, Jeppe Gjervig Gram"
681,tt0255734,Grounded for Life,Comedy,2001,7.5,"12,740",91,22min,22,60,5,"John Blanchard, John Putch, Dennie Gordon, Ken Kwapis, Paul Lazarus, Craig Zisk, Sean K. Lambert, Keith Truesdell, Gary Halvorson, Terry Hughes"
682,tt1587669,Body of Proof,Crime,2011,7.1,"12,717",42,1h,1,45,13,"Christine Moore, Nelson McCormick, Eric Laneuville, John Terlesky, Michael Grossman, Paul Holahan, Matthew Gross, Alex Zakrzewski, Stephen Cragg, Nathan Hope"
683,tt0083413,Family Ties,Comedy,1982,7.2,"12,664",172,30min,30,54,22,"Sam Weisman, Will Mackenzie, Andrew McCullough, Matthew Diamond, John Pasquin, Asaad Kelada, Tony Mordente, Lee Shallat Chemel, Peter Baldwin, Michael Zinberg"
684,tt1515193,The Big C,Comedy,2010,8.1,"12,662",40,30min,30,37,16,"Michael Engler, Craig Zisk, Jennifer Getzinger, Jann Turner, Tricia Brock, Michael Lehmann, Alan Poul, Miguel Arteta, Anna Boden, Ryan Fleck"
685,tt0098878,Northern Exposure,Comedy,1990,8.3,"12,651",110,1h,1,58,27,"Michael Fresco, Nick Marck, Rob Thompson, Michael Katleman, Michael Vittes, Jim Charleston, James Hayman, Bill D'Elia, Daniel Attias, Michael Lange"
686,tt2581458,Bewitched,Comedy,2014,8.2,"12,569",18,30min,30,56,35,"Andrew Haigh, Jamie Babbit, Ryan Fleck, Joe Swanberg, Craig Johnson, Michael Lannan, Andrew Haigh, Tanya Saracho, J.C. Lee, John Hoffman"
687,tt0057733,Looking,Comedy,1964,7.6,"12,568",254,25min,25,75,27,"William Asher, Richard Michaels, R. Robert Rosenbaum, Richard Kinon, E.W. Swackhamer, Jerry Davis, Howard Morris, David Orrick McDearmon, William D. Russell, Luther James"
688,tt0070992,Happy Days,Comedy,1974,7.5,"12,552",255,30min,30,73,21,"Jerry Paris, Frank Buxton, Herb Wallerstein, Mel Ferber, George Tyne, Peter Baldwin, Jerry London, Garry Marshall, Don Weis, Art Fisher"
689,tt0106168,"Walker, Texas Ranger",Action,1993,5.5,"12,503",196,43min,43,100,8,"Michael Preece, Tony Mordente, Jerry Jameson, Eric Norris, Christian I. Nyby II, Joe Coppoletta, Mike Norris, Aaron Norris, Alexander Singer, Karl Kases"
690,tt0934320,Summer Heights High,Comedy,2007,8.4,"12,456",9,30min,30,11,6,"Stuart McDonald, Chris Lilley, Yael Bergman, Bruce Kane, Chris Lilley, Georgina McClements, Laura Waters, Bryony Marks, Ian Carmichael, Alison Telford"
691,tt0160904,MI-5,Drama,2002,8.3,"12,449",86,1h,1,95,14,"Alrick Riley, Bharat Nalluri, Sam Miller, Omar Madha, Julian Holmes, Edward Hall, Justin Chadwick, Julian Simpson, Bill Anderson, Jonny Campbell"
692,tt1442109,Life Unexpected,Drama,2010,7.6,"12,264",26,1h,1,39,5,"Gary Fleder, Jerry Levine, Elizabeth Allen Rosenbaum, Rick Bota, Nick Marck, Allan Arkush, Sanaa Hamri, Michael Katleman, Jeff Melman, Cherie Nowlan"
693,tt3487356,Black-ish,Comedy,2014,7.1,"12,238",74,22min,22,66,9,"Ken Whittingham, Matt Sohn, Anton Cropper, Victor Nelli Jr., Michael Schultz, James Griffiths, John Fortenberry, Millicent Shelton, Linda Mendoza, Rebecca Asher"
694,tt4326894,F Is for Family,Animation,2015,8,"12,195",17,30min,30,41,10,"Mike Roberts, Laurent Nicolas, Benjamin Marsaud, Tom Gianas, Romain Bounoure, Olivier Schramm, Bill Burr, Joe Heslinga, Michael Price, David Richardson"
695,tt0285335,The Amazing Race,Action,2001,7.6,"12,182",343,1h,1,63,16,"Bertram van Munster, Evan Weinstein, Elise Doganieri, Bertram van Munster, Evan Weinstein, Jerry Bruckheimer, Jonathan Littman, Bertram van Munster, Michael Norton, Elise Doganieri"
